x	error	n	n_error	u	u_error	Events
-5.76	1.93	-140.23	2.08	12.0	7.28	0.0
-2.88	2.32	-140.2	2.43	19.97	8.78	0.0
-2.87	2.06	-139.74	2.2	12.74	7.74	0.0
-2.83	1.89	-138.62	2.02	12.45	7.14	0.0
-3.1	1.71	-139.48	1.8	13.03	6.16	0.0
-2.17	1.86	-140.46	1.93	21.36	6.61	0.0
-3.17	2.58	-140.07	2.79	16.88	9.77	0.0
-3.87	2.34	-139.87	2.51	7.68	8.79	0.0
-1.15	2.94	-139.16	3.19	10.93	11.71	0.0
-4.18	2.01	-138.15	2.17	15.17	7.69	0.0
-3.76	1.74	-139.57	1.84	13.73	6.38	0.0
-4.41	1.72	-137.98	1.82	19.01	6.36	0.0
-3.58	2.07	-138.5	2.22	22.33	7.81	0.0
-3.64	1.99	-139.11	2.13	20.13	7.4	0.0
-3.31	2.29	-139.61	2.5	15.05	8.88	0.0
-2.83	1.86	-138.52	1.97	9.38	7.01	0.0
-3.4	2.06	-138.9	2.2	18.21	7.9	0.0
-2.05	2.24	-138.09	2.41	18.58	8.62	0.0
-3.96	2.61	-139.55	2.71	22.16	9.94	0.0
-2.93	2.44	-137.66	2.47	15.16	9.0	0.0
-2.89	2.48	-138.3	2.58	16.99	9.43	0.0
-6.57	2.53	-136.45	2.73	22.83	9.69	0.0
-2.91	2.27	-138.38	2.44	10.37	8.8	0.0
-2.43	1.88	-137.92	2.0	14.13	7.25	0.0
-4.95	2.03	-138.17	2.14	9.01	7.78	0.0
-3.54	2.3	-138.44	2.49	18.72	8.93	0.0
-3.34	2.22	-138.32	2.38	11.88	8.61	0.0
-4.33	2.22	-136.12	2.32	17.57	8.37	0.0
-4.89	2.46	-135.49	2.64	20.42	9.48	0.0
-6.09	3.01	-137.74	3.22	19.85	12.01	0.0
-5.87	2.73	-137.9	2.96	19.67	10.61	0.0
-3.2	2.98	-136.11	3.16	19.25	11.67	0.0
-7.16	3.48	-135.32	3.72	14.15	13.53	0.0
-3.32	2.53	-137.01	2.68	15.15	9.86	0.0
-2.02	3.27	-135.46	3.42	28.14	12.46	0.0
-3.78	2.39	-137.7	2.51	21.61	8.87	0.0
-7.1	2.76	-130.99	2.75	16.95	10.28	0.0
-7.42	3.36	-139.59	3.35	18.49	12.56	0.0
-3.88	2.56	-138.55	2.62	23.86	9.34	0.0
-6.7	3.41	-136.66	3.57	29.37	13.19	0.0
-3.51	2.52	-134.21	2.57	19.04	9.21	0.0
-3.3	2.78	-140.43	2.85	18.65	10.53	0.0
-7.14	2.55	-138.41	2.63	14.23	9.54	0.0
-5.4	1.92	-136.98	2.02	14.11	7.26	0.0
-5.19	1.77	-136.91	1.81	14.8	6.61	0.0
-5.27	2.29	-137.95	2.36	18.82	8.74	0.0
-4.23	2.43	-136.62	2.51	21.74	9.19	0.0
-5.3	2.71	-138.45	2.85	16.02	10.4	0.0
-5.41	2.51	-134.86	2.61	12.61	9.62	0.0
-6.22	2.48	-135.65	2.59	11.48	9.39	0.0
-6.41	2.32	-136.62	2.43	9.73	8.8	0.0
-5.04	1.99	-136.62	2.09	10.95	7.4	0.0
-4.74	1.97	-135.92	2.05	7.96	7.25	0.0
-4.02	1.88	-137.56	1.98	10.0	7.02	0.0
-5.67	1.84	-137.37	1.89	16.17	6.68	0.0
-5.03	1.96	-135.16	2.06	11.16	7.31	0.0
-4.39	2.61	-136.04	2.79	24.27	9.92	0.0
-2.68	3.51	-133.43	3.77	25.46	13.73	0.0
-4.18	2.0	-134.88	2.15	8.28	7.69	0.0
-4.2	1.8	-135.88	1.86	9.93	6.58	0.0
-5.39	1.93	-136.79	1.98	9.0	7.17	0.0
-4.98	2.2	-135.35	2.29	12.34	7.85	0.0
-4.62	2.06	-135.5	2.07	10.79	7.3	0.0
-4.89	2.15	-137.1	2.18	15.57	7.75	0.0
-5.76	2.6	-134.96	2.81	12.44	9.93	0.0
-5.06	2.45	-135.26	2.56	9.54	9.02	0.0
-4.65	2.18	-135.46	2.27	8.09	8.05	0.0
-5.13	2.1	-135.95	2.18	15.03	7.71	0.0
-5.46	2.12	-135.56	2.15	5.84	7.73	0.0
-3.17	2.13	-135.43	2.17	14.53	7.8	0.0
-5.93	2.06	-136.02	2.14	12.88	7.63	0.0
-3.7	2.04	-135.77	2.12	11.35	7.6	0.0
-3.91	1.89	-134.33	2.01	12.92	7.1	0.0
-4.44	2.09	-134.9	2.25	18.38	7.84	0.0
-4.42	1.84	-134.12	1.98	11.0	7.06	0.0
-4.92	1.7	-133.22	1.82	10.19	6.46	0.0
-4.26	1.84	-134.35	1.93	2.43	6.85	0.0
-4.65	1.65	-133.12	1.73	2.32	6.17	0.0
-5.86	1.87	-134.58	1.98	11.75	7.03	0.0
-6.44	2.07	-133.89	2.22	11.88	7.94	0.0
-4.72	2.03	-133.06	2.19	11.73	7.73	0.0
-5.44	1.82	-133.22	1.96	12.03	7.0	0.0
-5.1	1.77	-131.8	1.9	13.72	6.82	0.0
-5.37	1.74	-132.57	1.85	8.26	6.56	0.0
-5.47	1.83	-132.73	1.97	11.89	7.01	0.0
-5.13	1.85	-133.73	2.01	10.51	7.19	0.0
-6.2	1.84	-132.02	2.0	5.69	7.07	0.0
-5.74	1.79	-133.23	1.95	6.23	6.89	0.0
-6.31	1.79	-133.33	1.95	8.73	6.94	0.0
-7.02	1.95	-132.42	2.12	6.37	7.51	0.0
-5.95	1.96	-133.36	2.14	11.94	7.6	0.0
-6.05	1.98	-132.85	2.17	13.2	7.7	0.0
-5.85	2.2	-131.61	2.41	0.93	8.62	0.0
-6.12	2.07	-133.74	2.22	6.87	7.8	0.0
-8.42	2.78	-132.34	2.98	10.9	10.52	0.0
-7.16	3.44	-131.1	3.74	4.83	13.09	0.0
-13.86	2.47	-132.96	2.55	32.76	9.11	0.0
-4.91	2.42	-133.89	2.68	6.98	9.27	0.0
-5.35	2.75	-128.37	2.95	12.01	10.4	0.0
-4.84	2.37	-133.43	2.58	10.03	9.05	0.0
-5.17	2.24	-132.22	2.38	10.42	8.57	0.0
-7.32	1.94	-131.65	2.07	4.32	7.39	0.0
-8.47	1.95	-131.97	2.05	11.38	7.28	0.0
-6.75	2.01	-132.05	2.12	2.46	7.61	0.0
-5.84	2.49	-130.93	2.68	11.48	9.62	0.0
-9.01	2.45	-131.84	2.64	9.71	9.62	0.0
-6.65	2.05	-132.43	2.21	9.06	7.92	0.0
-8.18	2.04	-131.76	2.24	12.16	8.22	0.0
-7.35	1.96	-131.8	2.15	7.74	7.86	0.0
-6.51	1.95	-132.79	2.11	5.19	7.57	0.0
-8.05	1.96	-131.31	2.16	1.74	7.95	0.0
-8.03	2.18	-132.4	2.39	-2.09	8.76	0.0
-7.38	2.21	-131.76	2.36	-3.05	8.66	0.0
-8.1	1.91	-131.53	2.04	4.65	7.38	0.0
-7.93	2.07	-132.33	2.26	-2.49	7.94	0.0
-7.3	2.53	-130.75	2.78	4.9	10.04	0.0
-7.42	2.36	-131.68	2.59	2.25	9.18	0.0
-8.44	1.79	-130.79	1.91	4.57	6.86	0.0
-9.39	1.95	-130.79	2.08	-1.16	7.32	0.0
-9.49	1.87	-131.47	1.98	1.59	7.11	0.0
-7.89	2.04	-131.45	2.13	3.32	7.65	0.0
-8.53	2.79	-131.48	2.98	6.02	10.75	0.0
-9.29	2.52	-129.88	2.69	3.38	9.88	0.0
-7.73	2.32	-130.77	2.47	7.48	8.97	0.0
-7.58	2.12	-130.85	2.32	8.61	8.41	0.0
-7.97	1.94	-131.3	2.12	7.28	7.63	0.0
-7.69	2.4	-130.23	2.66	20.84	9.57	0.0
-8.37	2.24	-130.97	2.39	11.25	8.58	0.0
-10.01	2.52	-129.99	2.66	7.45	9.59	0.0
-10.71	2.37	-129.56	2.58	9.72	9.3	0.0
-8.56	2.23	-131.14	2.37	6.9	8.34	0.0
-9.67	1.91	-132.17	2.11	7.17	7.67	0.0
-9.89	1.7	-130.27	1.86	9.93	6.78	0.0
-8.59	1.79	-129.84	1.93	6.35	6.9	0.0
-10.31	1.69	-130.7	1.83	6.3	6.5	0.0
-11.88	1.73	-129.88	1.88	10.23	6.75	0.0
-9.65	1.84	-130.05	2.04	3.62	7.29	0.0
-11.44	2.0	-130.68	2.07	10.81	7.22	0.0
-9.57	2.18	-128.07	2.28	14.34	8.02	0.0
-10.64	2.37	-128.06	2.52	13.33	8.92	0.0
-10.3	2.17	-130.23	2.38	9.71	8.56	0.0
-8.98	1.81	-128.81	2.0	10.92	7.16	0.0
-8.84	2.19	-130.72	2.4	10.56	8.56	0.0
-10.58	2.31	-129.92	2.5	12.01	8.88	0.0
-12.45	2.68	-128.08	2.91	16.35	10.38	0.0
-11.05	2.58	-130.13	2.73	2.43	9.94	0.0
-11.51	2.2	-128.83	2.47	6.21	8.89	0.0
-11.05	1.88	-130.72	2.1	7.03	7.53	0.0
-10.07	1.86	-128.94	2.05	10.36	7.29	0.0
-11.01	1.5	-129.97	1.53	5.67	5.37	0.0
-10.3	1.97	-128.53	2.17	9.51	7.78	0.0
-10.47	2.83	-127.32	3.14	8.17	11.15	0.0
-10.75	1.99	-128.7	2.1	9.48	7.47	0.0
-9.9	2.2	-127.88	2.48	5.28	8.74	0.0
-10.88	3.17	-129.65	3.2	8.08	11.33	0.0
-10.15	2.06	-129.44	2.25	12.36	8.14	0.0
-10.9	2.31	-129.93	2.48	17.99	8.78	0.0
-12.55	2.26	-130.12	2.51	3.0	8.9	0.0
-10.85	1.9	-129.27	2.05	8.4	7.1	0.0
-11.99	2.37	-127.89	2.62	13.68	9.34	0.0
-9.28	2.37	-130.77	2.59	4.52	9.15	0.0
-12.97	2.37	-129.25	2.58	11.41	9.17	0.0
-12.55	1.77	-128.78	1.88	4.53	6.63	0.0
-11.71	1.83	-129.26	1.9	9.02	6.74	0.0
-12.01	1.92	-129.04	2.02	3.2	7.24	0.0
-11.32	1.83	-129.03	1.92	7.03	6.76	0.0
-11.83	1.88	-128.69	1.99	10.58	6.94	0.0
-11.29	1.78	-128.35	1.91	3.77	6.71	0.0
-11.19	2.07	-126.68	2.26	11.26	7.89	0.0
-11.74	1.92	-127.71	2.04	2.77	7.14	0.0
-13.41	1.95	-127.57	2.06	8.46	7.23	0.0
-13.3	2.47	-126.63	2.62	16.73	9.41	0.0
-12.25	2.59	-127.25	2.83	13.51	9.57	0.0
-11.38	1.77	-127.42	1.93	12.09	6.85	0.0
-12.28	1.86	-127.7	2.05	10.57	7.24	0.0
-13.11	1.91	-127.75	2.09	2.85	7.39	0.0
-12.25	1.82	-127.22	1.95	12.66	6.95	0.0
-11.26	2.0	-127.28	2.1	4.59	7.51	0.0
-12.04	1.78	-127.77	1.95	10.25	6.94	0.0
-11.82	1.78	-127.66	1.94	10.69	6.9	0.0
-11.06	1.89	-127.06	2.01	13.33	7.06	0.0
-12.47	2.08	-125.55	2.18	11.93	7.78	0.0
-12.01	2.57	-129.09	2.72	18.88	9.9	0.0
-12.25	2.12	-127.14	2.3	11.37	8.28	0.0
-12.44	1.86	-127.11	2.01	15.37	7.19	0.0
-11.98	1.72	-127.37	1.8	13.68	6.49	0.0
-11.3	1.82	-127.18	1.93	11.06	6.89	0.0
-12.69	1.88	-126.95	1.99	13.13	7.14	0.0
-13.12	1.89	-126.48	2.04	14.01	7.21	0.0
-13.09	1.93	-126.01	2.05	15.5	7.41	0.0
-13.53	2.47	-127.16	2.66	23.43	9.53	0.0
-14.0	2.19	-125.65	2.29	14.27	8.27	0.0
-8.32	2.0	-126.02	2.1	16.65	7.69	0.0
-13.11	2.38	-125.62	2.5	18.19	8.79	0.0
-12.05	2.04	-127.13	2.15	14.85	7.74	0.0
-12.12	2.39	-125.9	2.46	14.21	8.97	0.0
-13.06	2.28	-127.39	2.31	19.5	8.43	0.0
-13.96	2.51	-125.48	2.61	17.7	9.56	0.0
-11.86	2.4	-126.44	2.47	18.96	8.91	0.0
-11.22	2.5	-126.98	2.61	19.13	9.59	0.0
-11.64	2.37	-126.87	2.41	23.42	8.71	0.0
-12.67	1.95	-126.96	2.03	14.95	7.46	0.0
-10.9	2.17	-126.17	2.25	14.83	8.19	0.0
-11.71	2.16	-126.13	2.25	11.28	8.27	0.0
-12.18	1.95	-125.6	2.02	13.9	7.36	0.0
-12.2	1.88	-125.5	1.93	11.83	6.97	0.0
-11.31	2.06	-125.71	2.12	9.72	7.59	0.0
-17.04	2.42	-124.82	2.46	13.56	8.82	0.0
-11.79	2.02	-125.58	2.06	12.97	7.44	0.0
-11.65	1.83	-125.22	1.93	11.97	6.98	0.0
-11.53	2.0	-127.17	2.08	16.47	7.48	0.0
-10.08	1.99	-126.46	2.09	12.68	7.43	0.0
-10.08	2.07	-126.62	2.18	11.18	7.81	0.0
-10.3	1.99	-126.25	2.05	9.52	7.27	0.0
-11.3	2.14	-126.18	2.3	11.4	8.31	0.0
-12.02	1.94	-126.41	2.03	11.05	7.23	0.0
-11.54	2.0	-124.03	2.13	7.16	7.65	0.0
-10.72	2.16	-126.0	2.28	13.02	8.34	0.0
-11.63	2.23	-123.71	2.36	12.84	8.39	0.0
-11.81	1.97	-125.3	2.03	14.23	7.19	0.0
-10.36	1.95	-125.55	2.06	8.33	7.21	0.0
-10.87	1.43	-124.31	1.51	7.81	5.18	0.0
-11.09	1.75	-124.45	1.86	3.42	6.62	0.0
-11.86	1.74	-124.83	1.87	5.95	6.63	0.0
-13.06	1.71	-124.63	1.81	5.8	6.32	0.0
-11.48	1.92	-124.66	2.01	8.58	6.93	0.0
-12.09	1.89	-124.33	2.03	12.18	7.24	0.0
-11.56	2.09	-124.49	2.24	8.27	7.82	0.0
-12.25	2.47	-124.75	2.61	3.34	9.2	0.0
-10.4	2.34	-125.75	2.52	12.2	9.0	0.0
-10.23	2.09	-124.51	2.14	10.22	7.53	0.0
-10.64	2.13	-124.06	2.21	7.95	7.72	0.0
-10.65	2.42	-123.96	2.46	11.18	8.66	0.0
-12.66	2.25	-123.48	2.25	7.03	7.75	0.0
-12.99	2.49	-121.78	2.58	10.09	9.1	0.0
-11.43	1.96	-124.23	2.02	8.88	7.14	0.0
-12.14	2.05	-124.05	2.09	11.38	7.32	0.0
-13.71	2.21	-123.92	2.3	10.57	8.08	0.0
-9.21	2.18	-124.81	2.26	11.99	8.07	0.0
-17.48	2.68	-123.63	2.81	11.34	10.15	0.0
-10.09	1.91	-124.01	2.02	6.25	7.18	0.0
-11.33	2.11	-123.04	2.16	9.28	7.62	0.0
-11.98	2.02	-124.07	2.13	10.88	7.51	0.0
-11.35	2.28	-122.14	2.33	13.06	8.26	0.0
-10.0	2.49	-123.84	2.56	8.24	9.13	0.0
-11.93	2.26	-123.17	2.38	2.29	8.41	0.0
-12.81	2.32	-121.25	2.39	10.63	8.59	0.0
-12.26	2.13	-123.42	2.22	8.65	7.9	0.0
-11.89	2.05	-122.39	2.13	8.86	7.55	0.0
-11.11	1.99	-122.37	2.03	10.2	7.12	0.0
-9.24	2.7	-125.2	2.77	12.67	9.87	0.0
-12.01	2.3	-123.71	2.39	7.26	8.44	0.0
-11.73	2.06	-122.42	2.14	13.22	7.54	0.0
-10.53	2.26	-122.22	2.38	5.68	8.41	0.0
-11.83	2.25	-123.05	2.47	8.46	8.6	0.0
-10.99	2.01	-120.34	2.14	11.46	7.58	0.0
-10.97	2.22	-120.86	2.37	10.31	8.28	0.0
-11.57	2.19	-121.51	2.35	10.06	8.16	0.0
-11.18	2.05	-121.41	2.18	16.75	7.58	0.0
-14.98	2.44	-119.64	2.55	19.46	9.05	1.0
-13.75	2.54	-118.53	2.73	7.05	9.66	1.0
-11.97	2.66	-122.58	2.92	10.96	10.35	1.0
-11.18	2.27	-124.4	2.46	13.79	8.8	1.0
-11.3	2.33	-121.55	2.52	8.7	8.83	1.0
-11.45	1.94	-120.0	2.14	15.75	7.43	1.0
-11.64	2.25	-121.78	2.56	14.17	8.92	1.0
-13.4	1.86	-122.45	2.05	11.07	7.0	1.0
-11.96	1.86	-121.3	2.03	13.99	6.94	1.0
-11.75	1.88	-123.25	2.09	12.87	7.17	1.0
-11.46	2.65	-119.0	3.05	14.94	10.61	1.0
-12.98	2.1	-121.25	2.36	20.29	8.17	1.0
-11.62	1.72	-120.55	1.9	15.67	6.38	1.0
-11.44	2.08	-121.11	2.34	11.11	8.11	1.0
-12.04	1.96	-120.69	2.18	9.86	7.4	1.0
-17.44	2.8	-119.52	3.15	20.81	10.79	1.0
-16.19	3.31	-119.01	3.79	14.88	13.27	1.0
-13.22	1.89	-121.17	2.06	16.64	7.09	1.0
-12.56	1.74	-120.29	1.97	13.42	6.8	1.0
-9.83	1.93	-122.73	2.19	14.13	7.6	1.0
-7.1	1.77	-123.59	2.0	9.79	6.82	1.0
-5.0	1.89	-123.65	2.0	9.83	6.98	1.0
-4.08	1.84	-125.63	2.09	17.31	7.12	1.0
-2.7	2.17	-126.05	2.49	11.4	8.81	1.0
-2.53	1.79	-124.79	2.03	13.29	7.12	1.0
-2.23	1.94	-124.42	2.19	10.1	7.65	1.0
-1.57	2.24	-124.99	2.54	16.7	8.77	1.0
-0.99	1.94	-126.5	2.19	11.72	7.61	1.0
2.96	1.99	-128.84	2.21	12.23	7.65	1.0
4.92	2.04	-127.58	2.32	7.55	8.06	1.0
3.84	1.99	-128.03	2.23	3.34	7.84	1.0
5.32	2.21	-128.7	2.47	3.38	8.76	1.0
2.49	3.13	-127.04	3.52	0.46	12.55	1.0
1.85	2.86	-128.87	3.21	-0.09	11.35	1.0
3.64	2.31	-127.42	2.52	8.18	8.96	1.0
4.63	2.09	-129.4	2.3	2.37	8.3	1.0
4.76	1.96	-127.76	2.09	-2.56	7.51	1.0
5.89	2.05	-128.7	2.17	5.29	7.8	1.0
5.67	2.04	-128.13	2.24	3.82	7.76	1.0
4.86	2.1	-128.26	2.3	4.85	8.23	1.0
5.13	2.0	-127.28	2.19	7.52	7.65	1.0
3.28	11.55	-125.77	12.94	12.35	44.12	1.0
8.65	11.71	-127.87	13.21	11.27	44.91	1.0
6.93	6.24	-128.33	7.18	3.41	26.27	1.0
4.97	4.48	-129.92	5.1	5.1	17.88	1.0
4.77	2.16	-127.21	2.45	7.87	8.47	1.0
5.53	2.64	-128.44	3.03	3.56	10.01	1.0
2.26	9.02	-128.81	10.17	5.88	35.44	1.0
2.87	6.61	-128.35	7.59	-13.44	26.52	1.0
5.98	5.37	-127.24	6.13	11.76	21.46	1.0
2.21	2.41	-128.42	2.74	8.17	9.6	1.0
3.68	2.23	-126.59	2.51	13.85	8.57	1.0
4.1	2.5	-125.86	2.87	6.37	9.49	1.0
4.37	10.95	-127.3	12.74	4.09	43.16	1.0
4.32	7.4	-126.21	8.49	8.59	30.16	1.0
5.89	4.41	-127.34	5.04	4.51	17.89	0.0
4.86	11.15	-127.11	12.55	10.12	42.51	0.0
4.16	11.01	-128.79	12.41	15.23	41.37	0.0
7.43	4.64	-129.75	5.23	1.89	17.97	0.0
5.26	1.95	-127.26	2.21	10.53	7.56	0.0
7.0	11.44	-127.41	13.35	11.24	44.18	0.0
7.24	2.18	-126.77	2.46	7.28	8.4	0.0
6.05	2.09	-126.75	2.36	7.27	8.33	0.0
3.87	3.19	-124.05	3.68	1.43	13.03	0.0
3.99	9.6	-125.76	11.04	4.56	39.47	0.0
6.61	11.3	-128.17	12.93	4.95	43.11	0.0
6.57	6.41	-127.93	7.46	4.41	25.73	0.0
6.54	2.05	-129.0	2.35	5.84	8.21	0.0
7.8	8.68	-125.86	10.08	8.22	34.98	0.0
4.98	2.44	-126.27	2.85	8.68	9.62	0.0
2.28	8.97	-124.32	10.39	-2.79	35.93	0.0
6.98	2.43	-125.54	2.78	6.2	9.5	0.0
7.13	2.3	-127.3	2.61	4.32	8.52	0.0
6.47	1.8	-125.98	2.03	5.22	6.9	0.0
8.31	10.99	-123.21	12.77	15.8	42.55	0.0
6.53	9.54	-124.65	10.87	14.64	38.48	0.0
10.65	2.71	-125.38	3.02	21.76	10.43	0.0
12.48	13.13	-124.29	13.8	18.23	46.84	0.0
7.55	2.84	-124.05	3.17	13.03	11.15	0.0
9.74	2.92	-128.84	3.3	6.93	11.45	0.0
7.88	2.37	-122.67	2.66	10.71	9.18	0.0
8.77	10.46	-124.07	11.71	14.59	41.86	0.0
8.95	2.08	-124.86	2.26	15.91	7.8	0.0
8.02	11.71	-120.9	12.86	32.21	43.73	0.0
6.51	3.08	-123.27	3.37	9.98	11.75	0.0
9.57	2.53	-126.43	2.83	5.39	9.8	0.0
7.9	12.23	-127.93	13.03	31.26	44.73	0.0
7.24	2.31	-123.35	2.59	12.3	9.06	0.0
7.76	1.86	-124.01	2.11	20.09	7.17	0.0
7.57	1.93	-125.46	2.17	12.26	7.38	0.0
7.83	1.82	-124.89	2.02	15.45	6.9	0.0
8.73	1.94	-122.74	2.17	14.62	7.41	0.0
8.24	2.16	-123.51	2.45	17.65	8.24	0.0
9.22	6.39	-123.23	7.32	15.94	24.88	0.0
7.08	1.84	-123.41	2.05	15.36	7.05	0.0
9.5	2.53	-125.87	2.77	21.71	8.81	0.0
4.95	9.97	-125.24	11.19	17.76	42.75	0.0
6.91	2.78	-125.76	3.07	24.42	10.57	0.0
8.27	1.8	-123.98	1.98	14.29	6.86	0.0
8.27	1.72	-123.76	1.94	14.57	6.61	0.0
6.74	2.27	-123.99	2.54	14.96	8.43	0.0
7.6	1.95	-121.6	2.19	15.3	7.58	0.0
7.25	2.33	-123.37	2.58	20.55	8.73	0.0
7.24	2.18	-122.58	2.43	10.65	8.55	0.0
6.08	1.97	-123.48	2.17	15.73	7.54	0.0
6.07	8.19	-123.14	9.19	17.27	32.52	0.0
7.59	1.62	-122.95	1.77	14.55	6.16	0.0
7.18	1.67	-122.88	1.85	14.8	6.41	0.0
7.19	1.85	-123.77	2.05	16.71	7.1	0.0
8.3	2.05	-123.24	2.21	13.48	7.78	0.0
10.01	2.17	-124.32	2.34	8.0	8.35	0.0
7.92	2.42	-121.7	2.67	11.24	9.66	0.0
9.92	2.3	-122.97	2.53	23.13	9.03	0.0
7.99	2.13	-121.88	2.28	9.79	8.08	0.0
8.17	2.16	-122.59	2.35	18.05	8.44	0.0
8.22	2.16	-120.21	2.35	14.47	8.36	0.0
6.64	2.2	-121.83	2.39	18.33	8.41	0.0
8.33	2.16	-122.65	2.29	18.45	8.11	0.0
6.52	2.02	-122.66	2.14	18.98	7.49	0.0
7.61	2.03	-122.93	2.11	8.2	7.58	0.0
8.81	2.38	-120.86	2.52	18.31	9.13	0.0
5.25	4.16	-118.06	4.54	18.36	16.6	0.0
7.87	2.37	-122.37	2.58	11.12	9.13	0.0
3.47	2.65	-120.86	2.87	13.71	10.47	0.0
5.16	2.74	-121.43	2.97	5.68	10.62	0.0
8.96	3.06	-121.53	2.99	7.3	8.16	0.0
6.3	2.15	-122.1	2.29	15.09	8.06	0.0
7.78	12.35	-118.4	13.2	24.69	45.02	0.0
6.45	2.31	-121.66	2.47	6.2	8.45	0.0
5.96	1.95	-122.03	2.05	6.97	7.33	0.0
5.51	8.45	-120.67	8.95	15.07	30.95	0.0
8.36	10.1	-120.89	10.54	9.13	37.59	0.0
7.13	1.4	-121.39	1.43	9.16	4.93	0.0
5.7	6.91	-120.25	7.32	8.54	27.11	0.0
4.91	2.53	-122.49	2.61	4.97	9.14	0.0
5.74	1.79	-121.16	1.83	7.59	6.38	0.0
5.65	4.24	-120.32	3.8	14.3	9.24	0.0
5.04	3.82	-120.07	3.62	16.26	8.71	0.0
5.77	1.76	-122.12	1.78	-0.69	6.09	0.0
5.16	1.6	-119.66	1.63	12.2	5.52	0.0
5.01	1.84	-121.43	1.81	11.11	6.1	0.0
6.03	1.63	-121.36	1.6	7.46	5.49	0.0
3.65	2.55	-122.92	2.56	3.43	9.06	0.0
6.15	2.27	-122.1	2.3	11.87	8.03	0.0
4.78	3.18	-120.36	3.19	11.24	11.23	0.0
6.58	2.33	-119.99	2.39	8.29	8.46	0.0
3.78	2.64	-119.18	2.62	5.82	9.09	0.0
3.38	1.75	-119.82	1.78	4.7	6.31	0.0
5.38	2.21	-120.43	2.17	2.47	7.57	0.0
4.73	1.99	-119.9	2.05	3.34	7.35	0.0
4.64	1.7	-120.42	1.69	3.39	5.88	0.0
5.29	2.18	-120.35	2.23	2.98	7.82	0.0
5.11	1.7	-121.31	1.7	7.3	5.93	0.0
4.35	1.73	-121.49	1.81	6.27	6.36	0.0
4.68	1.64	-121.61	1.71	5.73	5.89	0.0
6.09	2.24	-120.31	2.33	3.28	8.13	0.0
5.08	2.78	-118.01	2.91	10.93	10.25	0.0
5.93	2.27	-121.61	2.34	2.54	8.16	0.0
5.46	1.85	-118.27	1.94	5.36	6.77	0.0
5.57	2.45	-118.82	2.58	2.8	9.12	0.0
5.6	2.05	-118.4	2.17	5.11	7.67	0.0
6.2	2.48	-118.67	2.63	3.16	9.27	0.0
5.83	3.36	-118.91	3.61	-3.14	12.88	0.0
5.65	3.55	-119.13	3.81	21.58	13.21	0.0
3.26	3.0	-115.97	3.14	10.49	11.09	0.0
4.5	2.84	-117.44	3.03	2.53	10.68	0.0
4.93	2.38	-118.11	2.55	10.34	8.98	0.0
5.52	2.52	-118.94	2.67	9.2	9.34	0.0
6.25	2.17	-117.24	2.33	4.67	8.19	0.0
5.87	2.08	-117.79	2.23	2.55	7.85	0.0
4.1	2.68	-120.03	2.88	5.43	10.24	0.0
6.26	2.41	-118.84	2.6	2.12	9.1	0.0
6.08	1.99	-119.01	2.15	3.04	7.11	0.0
5.6	2.65	-117.26	2.8	11.9	9.4	0.0
4.17	1.95	-118.65	2.05	6.5	7.15	0.0
4.79	2.06	-117.56	2.18	5.45	7.58	0.0
5.14	1.95	-118.25	2.07	9.65	7.31	0.0
4.16	2.0	-116.57	2.12	2.34	7.44	0.0
4.17	2.43	-118.27	2.58	11.46	9.3	0.0
4.7	2.36	-117.34	2.55	3.83	9.01	0.0
5.97	2.3	-118.16	2.41	3.8	8.41	0.0
3.79	2.4	-116.47	2.56	12.33	8.98	0.0
3.89	1.66	-117.95	1.72	1.86	5.94	0.0
4.29	1.47	-117.36	1.49	10.06	5.1	0.0
5.45	1.88	-117.38	2.07	6.57	7.3	0.0
5.12	1.82	-117.82	2.0	5.71	6.96	0.0
6.69	2.15	-117.94	2.35	8.91	8.15	0.0
4.59	1.41	-116.49	1.51	7.17	5.26	0.0
4.99	1.91	-117.37	2.09	5.98	7.27	0.0
6.51	2.56	-116.01	2.84	18.61	9.83	0.0
3.64	2.4	-117.94	2.67	5.28	9.47	0.0
5.36	1.8	-117.34	1.96	7.48	6.79	0.0
4.77	2.45	-116.82	2.7	5.37	9.47	0.0
4.25	1.59	-117.38	1.68	-0.02	5.9	0.0
5.96	2.13	-117.44	2.36	5.41	8.27	0.0
4.99	2.23	-117.85	2.46	4.05	8.61	0.0
5.78	1.92	-117.93	2.12	8.54	7.45	0.0
3.83	2.02	-118.6	2.23	7.25	7.88	0.0
4.11	2.02	-118.65	2.22	9.03	7.68	0.0
3.96	2.3	-116.63	2.55	13.43	8.93	0.0
3.03	2.34	-116.96	2.6	9.61	9.07	0.0
4.27	2.4	-117.72	2.66	9.0	9.37	0.0
3.58	2.26	-118.08	2.5	-2.01	8.89	0.0
2.8	2.2	-117.03	2.42	3.86	8.46	0.0
2.58	2.18	-116.27	2.41	9.32	8.47	0.0
3.27	1.85	-115.59	2.06	0.92	7.33	0.0
4.25	2.01	-116.29	2.22	4.34	7.78	0.0
3.64	2.11	-116.6	2.33	5.52	8.2	0.0
3.04	1.79	-117.05	2.0	-2.1	7.03	0.0
3.72	2.04	-116.8	2.23	7.28	7.68	0.0
3.98	2.01	-118.19	2.19	5.28	7.52	0.0
4.07	1.91	-116.83	2.13	0.61	7.45	0.0
